	Code	Occupation_x	Job Family	Career Cluster	Career Pathway	Occupation_y	fullCode	SCode	word_tokens	Title	summary	sampleTitles	summary_tokens	sampleT_tokens
294	47-2142	Paperhangers	Construction and Extraction	Architecture & Construction	Construction	Paperhangers	47-2142.00	.00	['Paperhangers']	Paperhangers	Cover interior walls or ceilings of rooms with decorative wallpaper or fabric, or attach advertising posters on surfaces such as walls and billboards. May remove old materials or prepare surfaces to be papered.	Bill Board Poster, Bill Poster, Hanger, Paper Hanger, Paperhanger, Vinyl Hanger, Wall Covering Contractor, Wall Covering Installer, Wallpaper Hanger, Wallpaper Installer	['Cover', 'interior', 'walls', 'or', 'ceilings', 'of', 'rooms', 'with', 'decorative', 'wallpaper', 'or', 'fabric', 'or', 'attach', 'advertising', 'posters', 'on', 'surfaces', 'such', 'as', 'walls', 'and', 'billboards', 'May', 'remove', 'old', 'materials', 'or', 'prepare', 'surfaces', 'to', 'be', 'papered']	['Bill', 'Board', 'Poster', 'Bill', 'Poster', 'Hanger', 'Paper', 'Hanger', 'Paperhanger', 'Vinyl', 'Hanger', 'Wall', 'Covering', 'Contractor', 'Wall', 'Covering', 'Installer', 'Wallpaper', 'Hanger', 'Wallpaper', 'Installer']
295	47-2071	Paving, Surfacing, and Tamping Equipment Operators	Construction and Extraction	Architecture & Construction	Construction	Paving, Surfacing, and Tamping Equipment Operators	47-2071.00	.00	['Paving', 'Surfacing', 'and', 'Tamping', 'Equipment', 'Operators']	Paving, Surfacing, and Tamping Equipment Operators	Operate equipment used for applying concrete, asphalt, or other materials to road beds, parking lots, or airport runways and taxiways, or equipment used for tamping gravel, dirt, or other materials. Includes concrete and asphalt paving machine operators, form tampers, tamping machine operators, and stone spreader operators.	Asphalt Paver Operator, Asphalt Raker, Equipment Operator (EO), Heavy Equipment Operator, Maintenance Equipment Operator (MEO), Operator, Paver Operator, Roller Operator, Screed Operator, Truck Driver	['Operate', 'equipment', 'used', 'for', 'applying', 'concrete', 'asphalt', 'or', 'other', 'materials', 'to', 'road', 'beds', 'parking', 'lots', 'or', 'airport', 'runways', 'and', 'taxiways', 'or', 'equipment', 'used', 'for', 'tamping', 'gravel', 'dirt', 'or', 'other', 'materials', 'Includes', 'concrete', 'and', 'asphalt', 'paving', 'machine', 'operators', 'form', 'tampers', 'tamping', 'machine', 'operators', 'and', 'stone', 'spreader', 'operators']	['Asphalt', 'Paver', 'Operator', 'Asphalt', 'Raker', 'Equipment', 'Operator', 'EO', 'Heavy', 'Equipment', 'Operator', 'Maintenance', 'Equipment', 'Operator', 'MEO', 'Operator', 'Paver', 'Operator', 'Roller', 'Operator', 'Screed', 'Operator', 'Truck', 'Driver']
296	47-2072	Pile-Driver Operators  	Construction and Extraction	Architecture & Construction	Construction	Pile-Driver Operators	47-2072.00	.00	['Pile', 'Driver', 'Operators']	Pile-Driver Operators	Operate pile drivers mounted on skids, barges, crawler treads, or locomotive cranes to drive pilings for retaining walls, bulkheads, and foundations of structures, such as buildings, bridges, and piers.	Pile Driver, Pile Driver Operator	['Operate', 'pile', 'drivers', 'mounted', 'on', 'skids', 'barges', 'crawler', 'treads', 'or', 'locomotive', 'cranes', 'to', 'drive', 'pilings', 'for', 'retaining', 'walls', 'bulkheads', 'and', 'foundations', 'of', 'structures', 'such', 'as', 'buildings', 'bridges', 'and', 'piers']	['Pile', 'Driver', 'Pile', 'Driver', 'Operator']
297	47-2152	Pipe Fitters and Steamfitters    	Construction and Extraction	Architecture & Construction	Construction	Pipe Fitters and Steamfitters	47-2152.01	.01	['Pipe', 'Fitters', 'and', 'Steamfitters']	Plumbers, Pipefitters, and Steamfitters	Lay out, assemble, install, or maintain pipe systems, pipe supports, or related hydraulic or pneumatic equipment for steam, hot water, heating, cooling, lubricating, sprinkling, or industrial production or processing systems.	Equipment Service Associate (ESA), Fire Sprinkler Service Technician, Journeyman Pipe Fitter, Journeyman Pipefitter, Machine Repairman, Pipe Fitter, Pipe Welder, Pipefitter, Sprinkler Fitter, Steamfitter	['Lay', 'out', 'assemble', 'install', 'or', 'maintain', 'pipe', 'systems', 'pipe', 'supports', 'or', 'related', 'hydraulic', 'or', 'pneumatic', 'equipment', 'for', 'steam', 'hot', 'water', 'heating', 'cooling', 'lubricating', 'sprinkling', 'or', 'industrial', 'production', 'or', 'processing', 'systems']	['Equipment', 'Service', 'Associate', 'ESA', 'Fire', 'Sprinkler', 'Service', 'Technician', 'Journeyman', 'Pipe', 'Fitter', 'Journeyman', 'Pipefitter', 'Machine', 'Repairman', 'Pipe', 'Fitter', 'Pipe', 'Welder', 'Pipefitter', 'Sprinkler', 'Fitter', 'Steamfitter']
298	47-2152	Plumbers    	Construction and Extraction	Architecture & Construction	Construction	Plumbers	47-2152.02	.02	['Plumbers']	Plumbers, Pipefitters, and Steamfitters	Assemble, install, or repair pipes, fittings, or fixtures of heating, water, or drainage systems, according to specifications or plumbing codes.	Commercial Plumber; Drain Cleaner, Plumber; Drain Technician; Journeyman Plumber; Master Plumber; Plumber; Plumber Gasfitter; Plumbing and Heating Mechanic; Residential Plumber; Service Plumber	['Assemble', 'install', 'or', 'repair', 'pipes', 'fittings', 'or', 'fixtures', 'of', 'heating', 'water', 'or', 'drainage', 'systems', 'according', 'to', 'specifications', 'or', 'plumbing', 'codes']	['Commercial', 'Plumber', 'Drain', 'Cleaner', 'Plumber', 'Drain', 'Technician', 'Journeyman', 'Plumber', 'Master', 'Plumber', 'Plumber', 'Plumber', 'Gasfitter', 'Plumbing', 'and', 'Heating', 'Mechanic', 'Residential', 'Plumber', 'Service', 'Plumber']
299	47-2152	Plumbers, Pipefitters, and Steamfitters  	Construction and Extraction	Architecture & Construction	Construction	Plumbers, Pipefitters, and Steamfitters	47-2152.00	.00	['Plumbers', 'Pipefitters', 'and', 'Steamfitters']	Plumbers, Pipefitters, and Steamfitters	Assemble, install, alter, and repair pipelines or pipe systems that carry water, steam, air, or other liquids or gases. May install heating and cooling equipment and mechanical control systems. Includes sprinklerfitters.	f more specific occupations. For additional information, please select one of the specific occupations below.	['Assemble', 'install', 'alter', 'and', 'repair', 'pipelines', 'or', 'pipe', 'systems', 'that', 'carry', 'water', 'steam', 'air', 'or', 'other', 'liquids', 'or', 'gases', 'May', 'install', 'heating', 'and', 'cooling', 'equipment', 'and', 'mechanical', 'control', 'systems', 'Includes', 'sprinklerfitters']	['f', 'more', 'specific', 'occupations', 'For', 'additional', 'information', 'please', 'select', 'one', 'of', 'the', 'specific', 'occupations', 'below']
300	47-2151	Pipelayers	Construction and Extraction	Architecture & Construction	Construction	Pipelayers	47-2151.00	.00	['Pipelayers']	Pipelayers	Lay pipe for storm or sanitation sewers, drains, and water mains. Perform any combination of the following tasks: grade trenches or culverts, position pipe, or seal joints.	Construction Laborer, Equipment Operator, Heavy Equipment Operator, Machine Operator, Pipe Crew Foreman, Pipe Foreman, Pipelayer, Skilled Laborer, Tailman, Waste Water Worker	['Lay', 'pipe', 'for', 'storm', 'or', 'sanitation', 'sewers', 'drains', 'and', 'water', 'mains', 'Perform', 'any', 'combination', 'of', 'the', 'following', 'tasks', 'grade', 'trenches', 'or', 'culverts', 'position', 'pipe', 'or', 'seal', 'joints']	['Construction', 'Laborer', 'Equipment', 'Operator', 'Heavy', 'Equipment', 'Operator', 'Machine', 'Operator', 'Pipe', 'Crew', 'Foreman', 'Pipe', 'Foreman', 'Pipelayer', 'Skilled', 'Laborer', 'Tailman', 'Waste', 'Water', 'Worker']
301	47-2161	Plasterers and Stucco Masons	Construction and Extraction	Architecture & Construction	Construction	Plasterers and Stucco Masons	47-2161.00	.00	['Plasterers', 'and', 'Stucco', 'Masons']	Plasterers and Stucco Masons	Apply interior or exterior plaster, cement, stucco, or similar materials. May also set ornamental plaster.	Applicator, Artisan Plasterer, Plaster and Stucco Worker, Plaster Applicator, Plaster Foreman, Plaster Mechanic, Plasterer, Plasterer Foreman, Plasterer Journeyman, Plastering Contractor	['Apply', 'interior', 'or', 'exterior', 'plaster', 'cement', 'stucco', 'or', 'similar', 'materials', 'May', 'also', 'set', 'ornamental', 'plaster']	['Applicator', 'Artisan', 'Plasterer', 'Plaster', 'and', 'Stucco', 'Worker', 'Plaster', 'Applicator', 'Plaster', 'Foreman', 'Plaster', 'Mechanic', 'Plasterer', 'Plasterer', 'Foreman', 'Plasterer', 'Journeyman', 'Plastering', 'Contractor']
302	47-4061	Rail-Track Laying and Maintenance Equipment Operators  	Construction and Extraction	Transportation, Distribution & Logistics	Facility and Mobile Equipment Maintenance	Rail-Track Laying and Maintenance Equipment Operators	47-4061.00	.00	['Rail', 'Track', 'Laying', 'and', 'Maintenance', 'Equipment', 'Operators']	Rail-Track Laying and Maintenance Equipment Operators	Lay, repair, and maintain track for standard or narrow-gauge railroad equipment used in regular railroad service or in plant yards, quarries, sand and gravel pits, and mines. Includes ballast cleaning machine operators and railroad bed tamping machine operators.	Machine Operator, Rail Maintenance Worker, Track Equipment Operator (TEO), Track Inspector, Track Laborer, Track Maintainer, Track Repairer, Track Supervisor, Track Walker, Trackman	['Lay', 'repair', 'and', 'maintain', 'track', 'for', 'standard', 'or', 'narrow', 'gauge', 'railroad', 'equipment', 'used', 'in', 'regular', 'railroad', 'service', 'or', 'in', 'plant', 'yards', 'quarries', 'sand', 'and', 'gravel', 'pits', 'and', 'mines', 'Includes', 'ballast', 'cleaning', 'machine', 'operators', 'and', 'railroad', 'bed', 'tamping', 'machine', 'operators']	['Machine', 'Operator', 'Rail', 'Maintenance', 'Worker', 'Track', 'Equipment', 'Operator', 'TEO', 'Track', 'Inspector', 'Track', 'Laborer', 'Track', 'Maintainer', 'Track', 'Repairer', 'Track', 'Supervisor', 'Track', 'Walker', 'Trackman']
303	47-2171	Reinforcing Iron and Rebar Workers  	Construction and Extraction	Architecture & Construction	Construction	Reinforcing Iron and Rebar Workers	47-2171.00	.00	['Reinforcing', 'Iron', 'and', 'Rebar', 'Workers']	Reinforcing Iron and Rebar Workers	Position and secure steel bars or mesh in concrete forms in order to reinforce concrete. Use a variety of fasteners, rod-bending machines, blowtorches, and hand tools. Includes rod busters.	Field Ironworker, Iron Installer, Iron Worker, Iron Worker Foreman, Ironworker, Ironworker Foreman, Reinforced Ironworker, Rodbuster, Rodman, Steel Tier	['Position', 'and', 'secure', 'steel', 'bars', 'or', 'mesh', 'in', 'concrete', 'forms', 'in', 'order', 'to', 'reinforce', 'concrete', 'Use', 'a', 'variety', 'of', 'fasteners', 'rod', 'bending', 'machines', 'blowtorches', 'and', 'hand', 'tools', 'Includes', 'rod', 'busters']	['Field', 'Ironworker', 'Iron', 'Installer', 'Iron', 'Worker', 'Iron', 'Worker', 'Foreman', 'Ironworker', 'Ironworker', 'Foreman', 'Reinforced', 'Ironworker', 'Rodbuster', 'Rodman', 'Steel', 'Tier']
304	47-5051	Rock Splitters, Quarry	Construction and Extraction	Architecture & Construction	Construction	Rock Splitters, Quarry	47-5051.00	.00	['Rock', 'Splitters', 'Quarry']	Rock Splitters, Quarry	Separate blocks of rough dimension stone from quarry mass using jackhammer and wedges.	Blaster, Driller, Quarry Worker, Rock Splitter, Splitter Operator, Stone Breaker, Stone Splitter	['Separate', 'blocks', 'of', 'rough', 'dimension', 'stone', 'from', 'quarry', 'mass', 'using', 'jackhammer', 'and', 'wedges']	['Blaster', 'Driller', 'Quarry', 'Worker', 'Rock', 'Splitter', 'Splitter', 'Operator', 'Stone', 'Breaker', 'Stone', 'Splitter']
305	47-5061	Roof Bolters, Mining	Construction and Extraction	Architecture & Construction	Construction	Roof Bolters, Mining	47-5061.00	.00	['Roof', 'Bolters', 'Mining']	Roof Bolters, Mining	Operate machinery to install roof support bolts in underground mine.	Bolt Machine Operator, Bolt Man, Inby (Roof Bolter), Roof Bolter, Roof Bolter Operator, Underground Coal Miner (Roof Bolter), Underground Roof Bolter	['Operate', 'machinery', 'to', 'install', 'roof', 'support', 'bolts', 'in', 'underground', 'mine']	['Bolt', 'Machine', 'Operator', 'Bolt', 'Man', 'Inby', 'Roof', 'Bolter', 'Roof', 'Bolter', 'Roof', 'Bolter', 'Operator', 'Underground', 'Coal', 'Miner', 'Roof', 'Bolter', 'Underground', 'Roof', 'Bolter']
306	47-2181	Roofers  	Construction and Extraction	Architecture & Construction	Construction	Roofers	47-2181.00	.00	['Roofers']	Roofers	Cover roofs of structures with shingles, slate, asphalt, aluminum, wood, or related materials. May spray roofs, sidings, and walls with material to bind, seal, insulate, or soundproof sections of structures.	Commercial Roofer, Industrial Roofer, Metal Roofing Mechanic, Residential Roofer, Roof Mechanic, Roof Service Technician, Roofer, Roofing Foreman, Roofing Technician, Sheet Metal Roofer	['Cover', 'roofs', 'of', 'structures', 'with', 'shingles', 'slate', 'asphalt', 'aluminum', 'wood', 'or', 'related', 'materials', 'May', 'spray', 'roofs', 'sidings', 'and', 'walls', 'with', 'material', 'to', 'bind', 'seal', 'insulate', 'or', 'soundproof', 'sections', 'of', 'structures']	['Commercial', 'Roofer', 'Industrial', 'Roofer', 'Metal', 'Roofing', 'Mechanic', 'Residential', 'Roofer', 'Roof', 'Mechanic', 'Roof', 'Service', 'Technician', 'Roofer', 'Roofing', 'Foreman', 'Roofing', 'Technician', 'Sheet', 'Metal', 'Roofer']
307	47-5012	Rotary Drill Operators, Oil and Gas	Construction and Extraction	Architecture & Construction	Construction	Rotary Drill Operators, Oil and Gas	47-5012.00	.00	['Rotary', 'Drill', 'Operators', 'Oil', 'and', 'Gas']	Rotary Drill Operators, Oil and Gas	Set up or operate a variety of drills to remove underground oil and gas, or remove core samples for testing during oil and gas exploration.	Daylight Driller, Drill Foreman, Drill Operator, Driller, Drilling Rig Operator, Motor Man, Oil Rig Driller, Oil Well Driller, Relief Driller, Tool Pusher	['Set', 'up', 'or', 'operate', 'a', 'variety', 'of', 'drills', 'to', 'remove', 'underground', 'oil', 'and', 'gas', 'or', 'remove', 'core', 'samples', 'for', 'testing', 'during', 'oil', 'and', 'gas', 'exploration']	['Daylight', 'Driller', 'Drill', 'Foreman', 'Drill', 'Operator', 'Driller', 'Drilling', 'Rig', 'Operator', 'Motor', 'Man', 'Oil', 'Rig', 'Driller', 'Oil', 'Well', 'Driller', 'Relief', 'Driller', 'Tool', 'Pusher']
308	47-5071	Roustabouts, Oil and Gas	Construction and Extraction	Architecture & Construction	Construction	Roustabouts, Oil and Gas	47-5071.00	.00	['Roustabouts', 'Oil', 'and', 'Gas']	Roustabouts, Oil and Gas	Assemble or repair oil field equipment using hand and power tools. Perform other tasks as needed.	Floor Hand, Galley Hand, Oil Field Roustabout, Production Roustabout, Rig Hand, Roustabout, Roustabout Crew Leader, Roustabout Crew Pusher, Roustabout Hand, Roustabout Pusher	['Assemble', 'or', 'repair', 'oil', 'field', 'equipment', 'using', 'hand', 'and', 'power', 'tools', 'Perform', 'other', 'tasks', 'as', 'needed']	['Floor', 'Hand', 'Galley', 'Hand', 'Oil', 'Field', 'Roustabout', 'Production', 'Roustabout', 'Rig', 'Hand', 'Roustabout', 'Roustabout', 'Crew', 'Leader', 'Roustabout', 'Crew', 'Pusher', 'Roustabout', 'Hand', 'Roustabout', 'Pusher']
